Month,Vertical,ItemCode,ItemDescription,VendorCode,UnitPrice,StandardPrice
2026-02,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,V-1048,15928.8,16500
2026-06,Electrical,I-5005,Modular Switch 6A,V-1004,72.73,65
2026-01,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),V-1023,370.88,385
2025-12,Solar Panels,I-5041,Solar Cable Gland Set,V-1036,134.1,145
2026-05,Plumbing Materials,I-5058,Submersible Pump 1HP,V-1058,9423.05,9200
2026-01,Electrical,I-5011,Cable Gland Brass 25mm,V-1002,50.98,55
2026-07,Solar Panels,I-5033,Solar Module 550Wp Bifacial,V-1039,13926.71,14200
2026-03,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1035,5873.16,6500
2026-06,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1025,56000.44,62000
2026-07,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,V-1052,316.67,320
2026-02,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1051,332.67,380
2026-02,Solar Panels,I-5033,Solar Module 550Wp Bifacial,V-1036,12811.97,14200
2026-02,Electrical,I-5010,MCCB 200A,V-1003,8112.33,8200
2026-05,Electrical,I-5008,Earthing Strip GI 25x3mm,V-1000,102.67,95
2026-02,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1038,12695.5,12800
2026-06,Carpentry,I-5015,Hinges SS 4 inch,V-1011,91.99,85
2026-01,Solar Panels,I-5041,Solar Cable Gland Set,V-1034,131.15,145
2025-09,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1031,5349.57,6500
2026-01,Road Construction Materials,I-5030,Kerb Stone Precast,V-1023,190.55,210
2026-01,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),V-1010,1168.93,1250
2026-03,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),V-1013,3175.15,3450
2025-10,Electrical,I-5010,MCCB 200A,V-1005,7196.3,8200
2026-06,Batteries,I-5042,Tubular Battery 150Ah C10,V-1046,15029.43,14500
2026-01,Batteries,I-5048,Battery Monitoring System (BMS module),V-1047,3713.45,4200
2026-05,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,V-1023,61764.13,64500
2026-08,Road Construction Materials,I-5030,Kerb Stone Precast,V-1023,203.09,210
2026-01,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1023,790.8,850
2025-10,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1055,328.91,380
2026-01,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1021,746.13,850
2025-11,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,V-1005,372.35,420
2026-02,Electrical,I-5009,Contactor 40A 3 Pole,V-1005,1327.01,1450
2026-02,Electrical,I-5003,Distribution Board 8-Way,V-1007,1235.49,1250
2026-03,Plumbing Materials,I-5056,Concealed Cistern with Frame,V-1058,7863.13,8500
2026-03,Carpentry,I-5014,MDF Board 12mm (8x4 ft),V-1010,1668.18,1650
2026-04,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),V-1058,1085.32,1150
2025-12,Electrical,I-5002,MCB 32A Single Pole,V-1001,134.38,145
2026-01,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1021,5364.31,6200
2026-04,Solar Panels,I-5037,MC4 Connector Pair,V-1035,95.67,95
2026-04,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,V-1055,1883.2,1850
2026-01,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1028,818.43,850
2026-05,Electrical,I-5005,Modular Switch 6A,V-1006,70.56,65
2026-04,Solar Panels,I-5041,Solar Cable Gland Set,V-1032,145.27,145
2026-01,Solar Panels,I-5039,Earthing Kit for Module Structure,V-1035,833.64,850
2026-07,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1027,798.16,850
2026-05,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),V-1029,4885.32,4800
2026-02,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),V-1026,364.76,385
2026-07,Road Construction Materials,I-5025,River Sand (fine aggregate),V-1025,1333.85,1450
2026-08,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),V-1022,353.72,385
2026-05,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1028,60719.57,62000
2025-12,Electrical,I-5011,Cable Gland Brass 25mm,V-1002,52.72,55
2026-07,Electrical,I-5003,Distribution Board 8-Way,V-1009,1418.02,1250
2025-11,Plumbing Materials,I-5056,Concealed Cistern with Frame,V-1056,7374.82,8500
2026-07,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,V-1044,9762.38,9800
2025-10,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,V-1040,8295.73,9800
2025-10,Batteries,I-5047,Battery Interconnect Cable Set,V-1044,619.24,650
2026-04,Electrical,I-5003,Distribution Board 8-Way,V-1001,1276.13,1250
2026-01,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),V-1033,2878.84,3200
2026-02,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,V-1045,15223.89,16500
2026-07,Plumbing Materials,I-5052,PVC Elbow 4 inch,V-1053,94.6,95
2026-02,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,V-1056,295.65,320
2025-09,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,V-1054,264.09,320
2025-10,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),V-1010,1106.94,1250
2026-05,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1031,13066.17,12800
2025-10,Road Construction Materials,I-5030,Kerb Stone Precast,V-1025,187.16,210
2025-09,Electrical,I-5010,MCCB 200A,V-1006,6966.3,8200
2025-11,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1022,58240.27,62000
2025-09,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,V-1027,54214.99,64500
2025-11,Plumbing Materials,I-5052,PVC Elbow 4 inch,V-1058,79.9,95
2026-03,Electrical,I-5002,MCB 32A Single Pole,V-1004,143.05,145
2025-11,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1022,53344.47,62000
2025-12,Batteries,I-5042,Tubular Battery 150Ah C10,V-1043,13975.37,14500
2026-07,Batteries,I-5048,Battery Monitoring System (BMS module),V-1040,4302.29,4200
2026-05,Batteries,I-5049,Deep Cycle Battery 200Ah,V-1049,21367.54,21500
2026-01,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),V-1039,3140.61,3200
2026-01,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1032,6365.42,6500
2026-07,Batteries,I-5046,Battery Rack 4-Tier MS,V-1047,3208.43,3400
2026-03,Plumbing Materials,I-5058,Submersible Pump 1HP,V-1058,8616.41,9200
2025-11,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1021,5252.74,6200
2026-07,Carpentry,I-5015,Hinges SS 4 inch,V-1012,93.22,85
2026-07,Electrical,I-5011,Cable Gland Brass 25mm,V-1007,58.35,55
2026-03,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,V-1058,61.19,65
2025-11,Batteries,I-5048,Battery Monitoring System (BMS module),V-1044,3696.2,4200
2026-06,Batteries,I-5048,Battery Monitoring System (BMS module),V-1046,4073.49,4200
2026-06,Solar Panels,I-5041,Solar Cable Gland Set,V-1032,136.91,145
2025-11,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,V-1012,375.27,420
2026-06,Carpentry,I-5014,MDF Board 12mm (8x4 ft),V-1018,1616.57,1650
2025-09,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1029,790.71,850
2026-04,Electrical,I-5004,LED Flood Light 100W,V-1006,1883.03,1850
2025-12,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,V-1006,384.21,420
2026-08,Plumbing Materials,I-5052,PVC Elbow 4 inch,V-1054,107.98,95
2026-02,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1051,366.74,380
2025-11,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),V-1008,1389.16,1650
2026-05,Solar Panels,I-5039,Earthing Kit for Module Structure,V-1039,864.86,850
2026-07,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,V-1024,57693.33,58500
2026-01,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),V-1027,4276.06,4800
2026-06,Batteries,I-5046,Battery Rack 4-Tier MS,V-1048,3398.74,3400
2025-10,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),V-1022,8746.01,9800
2026-02,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1050,347.46,380
2025-11,Carpentry,I-5021,Adhesive Fevicol SH (5kg),V-1011,960.99,1150
2026-03,Electrical,I-5004,LED Flood Light 100W,V-1000,1837.17,1850
2025-10,Batteries,I-5049,Deep Cycle Battery 200Ah,V-1044,20303.22,21500
2025-11,Electrical,I-5005,Modular Switch 6A,V-1006,55.41,65
2026-02,Carpentry,I-5017,Door Lock Mortise Set,V-1018,948.63,950
2026-04,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1022,5604.14,6200
2025-09,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),V-1011,2859.79,3450
2026-07,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,V-1059,72.51,65
2025-12,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1034,12205.93,12800
2025-12,Electrical,I-5010,MCCB 200A,V-1000,7851.83,8200
2026-02,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),V-1020,9573.96,9800
2026-05,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1026,57922.05,62000
2025-09,Plumbing Materials,I-5055,Sanitaryware Wash Basin,V-1056,2052.62,2450
2026-06,Carpentry,I-5019,Veneer Sheet Teak (8x4 ft),V-1013,4029.83,4200
2026-07,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),V-1008,1819.41,1650
2025-11,Electrical,I-5004,LED Flood Light 100W,V-1006,1584.78,1850
2026-05,Electrical,I-5002,MCB 32A Single Pole,V-1005,160.98,145
2026-06,Batteries,I-5046,Battery Rack 4-Tier MS,V-1046,3236.13,3400
2026-01,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1022,53780.45,62000
2025-09,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1033,5906.02,6500
2026-06,Plumbing Materials,I-5056,Concealed Cistern with Frame,V-1054,8924.65,8500
2025-11,Solar Panels,I-5035,Module Mounting Structure (per kW),V-1036,4071.29,4800
2025-11,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,V-1026,51646.37,58500
2025-10,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1024,721.18,850
2025-09,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1022,756.71,850
2026-01,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),V-1009,1622.96,1650
2025-11,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,V-1029,801.53,850
2026-05,Batteries,I-5047,Battery Interconnect Cable Set,V-1041,586.81,650
2025-11,Plumbing Materials,I-5056,Concealed Cistern with Frame,V-1053,7044.3,8500
2026-01,Electrical,I-5011,Cable Gland Brass 25mm,V-1007,54.06,55
2025-09,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,V-1042,14290.08,16500
2025-11,Batteries,I-5048,Battery Monitoring System (BMS module),V-1040,3655.13,4200
2026-01,Solar Panels,I-5034,String Inverter 50kW,V-1039,379974.63,385000
2025-12,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1031,12323.38,12800
2026-05,Batteries,I-5042,Tubular Battery 150Ah C10,V-1048,14824.44,14500
2025-12,Electrical,I-5007,Junction Box IP65,V-1009,189.83,210
2025-09,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,V-1002,327.28,420
2025-11,Batteries,I-5042,Tubular Battery 150Ah C10,V-1044,13487.98,14500
2026-05,Electrical,I-5004,LED Flood Light 100W,V-1007,1928.98,1850
2025-11,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),V-1038,2910.47,3100
2026-04,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1035,12367.49,12800
2025-09,Plumbing Materials,I-5058,Submersible Pump 1HP,V-1057,7062.38,9200
2026-03,Electrical,I-5011,Cable Gland Brass 25mm,V-1004,55.17,55
2026-01,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,V-1016,411.48,420
2026-05,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),V-1008,1721.83,1650
2026-02,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),V-1023,344.67,385
2025-10,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,V-1049,107187.29,118000
2025-10,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,V-1041,113788.7,118000
2026-04,Solar Panels,I-5037,MC4 Connector Pair,V-1036,89.03,95
2026-03,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1031,6058.9,6500
2025-12,Solar Panels,I-5038,Combiner Box 6 in 1 out,V-1032,6033.05,6500
2025-11,Batteries,I-5046,Battery Rack 4-Tier MS,V-1045,3156.2,3400
2026-03,Solar Panels,I-5035,Module Mounting Structure (per kW),V-1037,4522.07,4800
2026-04,Solar Panels,I-5034,String Inverter 50kW,V-1032,387702.88,385000
2025-11,Batteries,I-5042,Tubular Battery 150Ah C10,V-1043,14110.23,14500
2025-10,Batteries,I-5042,Tubular Battery 150Ah C10,V-1048,13675.55,14500
2026-07,Plumbing Materials,I-5054,Water Tank 1000L HDPE,V-1056,7564.83,6800
2025-12,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1058,326.31,380
2025-12,Solar Panels,I-5034,String Inverter 50kW,V-1039,338705.56,385000
2025-11,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),V-1052,335.63,380
2025-12,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,V-1022,59183.37,62000
2026-05,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,V-1013,420.41,420
2025-10,Solar Panels,I-5033,Solar Module 550Wp Bifacial,V-1031,11823.15,14200
2026-07,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,V-1044,9496.26,9800
2025-12,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,V-1052,272.99,320
2026-03,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,V-1035,13066.37,12800
2025-11,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),V-1011,3056.25,3450
2026-05,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,V-1057,1874.2,1850
2026-05,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),V-1017,1207.81,1250
2025-12,Electrical,I-5007,Junction Box IP65,V-1000,185.82,210
2025-10,Batteries,I-5049,Deep Cycle Battery 200Ah,V-1042,19471.93,21500
2026-01,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),V-1032,3124.49,3200
2026-07,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),V-1031,3056.03,3200
2026-03,Carpentry,I-5020,PVC Edge Banding Tape (100m roll),V-1019,598.46,650
2025-11,Road Construction Materials,I-5030,Kerb Stone Precast,V-1022,199.1,210
2026-03,Solar Panels,I-5035,Module Mounting Structure (per kW),V-1036,4757.25,4800
2026-01,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1022,5624.98,6200
2026-02,Electrical,I-5010,MCCB 200A,V-1005,7483.61,8200
2025-12,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,V-1058,267.81,320
2026-01,Solar Panels,I-5039,Earthing Kit for Module Structure,V-1038,748.06,850
2026-02,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1026,6067.28,6200
2026-07,Plumbing Materials,I-5052,PVC Elbow 4 inch,V-1052,103.39,95
2025-11,Electrical,I-5005,Modular Switch 6A,V-1002,56.18,65
2026-06,Plumbing Materials,I-5054,Water Tank 1000L HDPE,V-1055,7226.01,6800
2026-03,Electrical,I-5004,LED Flood Light 100W,V-1002,1934.61,1850
2026-01,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,V-1049,108009.16,118000
2026-05,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),V-1013,1296.21,1250
2026-05,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),V-1005,1731.31,1650
2026-06,Road Construction Materials,I-5027,Ready Mix Concrete M25,V-1025,6330.07,6200
2026-07,Solar Panels,I-5033,Solar Module 550Wp Bifacial,V-1033,14314.93,14200
2026-02,Plumbing Materials,I-5056,Concealed Cistern with Frame,V-1052,7858.43,8500
2026-04,Plumbing Materials,I-5054,Water Tank 1000L HDPE,V-1053,6930.37,6800
2026-07,Electrical,I-5007,Junction Box IP65,V-1000,217.93,210
2026-05,Electrical,I-5008,Earthing Strip GI 25x3mm,V-1005,93.95,95
2026-05,Solar Panels,I-5037,MC4 Connector Pair,V-1030,97.57,95
2025-12,Electrical,I-5002,MCB 32A Single Pole,V-1002,133.34,145
2025-10,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),V-1022,4075.63,4800
2025-09,Electrical,I-5002,MCB 32A Single Pole,V-1008,117.3,145
