GRNNo,GRNDate,PONo,VendorCode,WarehouseCode,ItemCode,ItemDescription,Vertical,ReceivedQty,AcceptedQty,RejectedQty,UOM,InspectedBy,QCStatus
GRN-50339,2026-06-19,PO-40334,V-1032,WH-01,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,19,19,0,Coil,Bhanumati Krishnan,Accepted
GRN-50340,2025-10-07,PO-40335,V-1052,WH-01,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,20,20,0,Nos,Gauri Bumb,Accepted
GRN-50341,2026-06-10,PO-40336,V-1055,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,11,11,0,Pcs,Lila Rege,Accepted
GRN-50342,2026-08-21,PO-40337,V-1006,WH-03,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,13,12,1,Mtr,Lila Rege,Rejected - Partial
GRN-50343,2025-11-28,PO-40338,V-1019,WH-01,I-5014,MDF Board 12mm (8x4 ft),Carpentry,16,16,0,Sheet,Bhanumati Krishnan,Accepted
GRN-50344,2026-07-26,PO-40339,V-1047,WH-01,I-5047,Battery Interconnect Cable Set,Batteries,32,32,0,Set,Bhanumati Krishnan,Accepted
GRN-50345,2026-02-13,PO-40340,V-1046,WH-01,I-5048,Battery Monitoring System (BMS module),Batteries,24,24,0,Nos,Gauri Bumb,Accepted
GRN-50346,2025-12-19,PO-40341,V-1037,WH-01,I-5034,String Inverter 50kW,Solar Panels,60,60,0,Nos,Gauri Bumb,Accepted
GRN-50347,2025-11-12,PO-40342,V-1009,WH-02,I-5006,Cable Tray 300mm (2m length),Electrical,16,16,0,Nos,Inaya Mukherjee,Accepted
GRN-50348,2026-05-07,PO-40343,V-1032,WH-02,I-5035,Module Mounting Structure (per kW),Solar Panels,14,14,0,kW Set,Bhanumati Krishnan,Accepted
GRN-50349,2026-02-12,PO-40345,V-1037,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,30,30,0,Nos,Forum Chandra,Accepted
GRN-50350,2026-05-13,PO-40346,V-1037,WH-03,I-5037,MC4 Connector Pair,Solar Panels,18,18,0,Pair,Inaya Mukherjee,Accepted
GRN-50351,2026-05-11,PO-40347,V-1042,WH-01,I-5047,Battery Interconnect Cable Set,Batteries,14,14,0,Set,Bhanumati Krishnan,Accepted
GRN-50352,2026-03-30,PO-40348,V-1021,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,35,35,0,Drum,Forum Chandra,Accepted
GRN-50353,2026-06-07,PO-40349,V-1044,WH-01,I-5042,Tubular Battery 150Ah C10,Batteries,39,39,0,Nos,Charles Natt,Accepted
GRN-50354,2026-01-15,PO-40350,V-1046,WH-01,I-5042,Tubular Battery 150Ah C10,Batteries,61,61,0,Nos,Bhanumati Krishnan,Accepted
GRN-50355,2026-06-03,PO-40351,V-1026,WH-03,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,8,8,0,Bag,Inaya Mukherjee,Accepted
GRN-50356,2026-06-13,PO-40351,V-1026,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,9,9,0,Bag,Forum Chandra,Accepted
GRN-50357,2026-07-30,PO-40352,V-1033,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,19,19,0,Nos,Charles Natt,Accepted
GRN-50358,2026-02-13,PO-40354,V-1007,WH-01,I-5005,Modular Switch 6A,Electrical,31,31,0,Nos,Inaya Mukherjee,Accepted
GRN-50359,2026-07-28,PO-40355,V-1032,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,26,26,0,Nos,Forum Chandra,Accepted
GRN-50360,2026-05-02,PO-40356,V-1009,WH-02,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,12,12,0,Mtr,Bhanumati Krishnan,Accepted
GRN-50361,2026-06-05,PO-40357,V-1048,WH-03,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,28,28,0,Nos,Forum Chandra,Accepted
GRN-50362,2026-07-19,PO-40358,V-1004,WH-02,I-5005,Modular Switch 6A,Electrical,76,76,0,Nos,Lila Rege,Accepted
GRN-50363,2025-12-31,PO-40359,V-1056,WH-02,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,31,30,1,Nos,Bhanumati Krishnan,Rejected - Partial
GRN-50364,2026-05-02,PO-40360,V-1039,WH-01,I-5039,Earthing Kit for Module Structure,Solar Panels,20,20,0,Set,Inaya Mukherjee,Accepted
GRN-50365,2026-02-14,PO-40362,V-1008,WH-03,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,11,11,0,Mtr,Forum Chandra,Accepted
GRN-50366,2025-10-02,PO-40363,V-1055,WH-02,I-5052,PVC Elbow 4 inch,Plumbing Materials,19,19,0,Nos,Gauri Bumb,Accepted
GRN-50367,2025-10-18,PO-40364,V-1053,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,9,9,0,Nos,Gauri Bumb,Accepted
GRN-50368,2025-12-23,PO-40365,V-1028,WH-02,I-5030,Kerb Stone Precast,Road Construction Materials,53,48,5,Nos,Inaya Mukherjee,Rejected - Partial
GRN-50369,2026-02-16,PO-40366,V-1003,WH-02,I-5007,Junction Box IP65,Electrical,4,4,0,Nos,Forum Chandra,Accepted
GRN-50370,2026-04-29,PO-40367,V-1044,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,43,43,0,Nos,Gauri Bumb,Accepted
GRN-50371,2025-09-16,PO-40368,V-1036,WH-03,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,64,64,0,Nos,Inaya Mukherjee,Accepted
GRN-50372,2026-04-13,PO-40369,V-1045,WH-02,I-5047,Battery Interconnect Cable Set,Batteries,59,58,1,Set,Inaya Mukherjee,Rejected - Partial
GRN-50373,2025-12-23,PO-40370,V-1032,WH-03,I-5039,Earthing Kit for Module Structure,Solar Panels,39,39,0,Set,Charles Natt,Accepted
GRN-50374,2026-06-17,PO-40371,V-1040,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,23,23,0,Nos,Bhanumati Krishnan,Accepted
GRN-50375,2026-06-19,PO-40371,V-1040,WH-01,I-5042,Tubular Battery 150Ah C10,Batteries,24,24,0,Nos,Bhanumati Krishnan,Accepted
GRN-50376,2025-12-30,PO-40372,V-1054,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,28,28,0,Pcs,Inaya Mukherjee,Accepted
GRN-50377,2026-01-28,PO-40373,V-1019,WH-01,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,9,9,0,Sheet,Lila Rege,Accepted
GRN-50378,2025-10-07,PO-40374,V-1000,WH-02,I-5002,MCB 32A Single Pole,Electrical,23,23,0,Nos,Bhanumati Krishnan,Accepted
GRN-50379,2026-05-03,PO-40375,V-1051,WH-01,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,23,23,0,Pcs,Gauri Bumb,Accepted
GRN-50380,2026-05-06,PO-40375,V-1051,WH-01,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,24,24,0,Pcs,Bhanumati Krishnan,Accepted
GRN-50381,2025-11-20,PO-40376,V-1038,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,14,14,0,Nos,Lila Rege,Accepted
GRN-50382,2026-05-06,PO-40377,V-1026,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,27,27,0,Ton,Inaya Mukherjee,Accepted
GRN-50383,2026-04-12,PO-40378,V-1015,WH-02,I-5017,Door Lock Mortise Set,Carpentry,20,20,0,Set,Forum Chandra,Accepted
GRN-50384,2025-12-01,PO-40379,V-1004,WH-03,I-5004,LED Flood Light 100W,Electrical,16,16,0,Nos,Forum Chandra,Accepted
GRN-50385,2025-12-12,PO-40379,V-1004,WH-01,I-5004,LED Flood Light 100W,Electrical,17,17,0,Nos,Forum Chandra,Accepted
GRN-50386,2025-11-28,PO-40380,V-1003,WH-01,I-5002,MCB 32A Single Pole,Electrical,41,41,0,Nos,Charles Natt,Accepted
GRN-50387,2026-01-10,PO-40381,V-1058,WH-01,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,27,27,0,Nos,Forum Chandra,Accepted
GRN-50388,2026-05-15,PO-40382,V-1015,WH-02,I-5015,Hinges SS 4 inch,Carpentry,15,15,0,Pair,Charles Natt,Accepted
GRN-50389,2026-04-27,PO-40383,V-1027,WH-01,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,35,34,1,Ton,Gauri Bumb,Rejected - Partial
GRN-50390,2025-11-14,PO-40384,V-1054,WH-03,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,31,28,3,Pcs,Inaya Mukherjee,Rejected - Partial
GRN-50391,2026-04-07,PO-40385,V-1012,WH-02,I-5017,Door Lock Mortise Set,Carpentry,16,16,0,Set,Gauri Bumb,Accepted
GRN-50392,2026-01-04,PO-40386,V-1048,WH-02,I-5047,Battery Interconnect Cable Set,Batteries,8,8,0,Set,Bhanumati Krishnan,Accepted
GRN-50393,2026-06-25,PO-40387,V-1022,WH-02,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,40,38,2,Ton,Bhanumati Krishnan,Rejected - Partial
GRN-50394,2026-06-15,PO-40388,V-1054,WH-03,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,15,15,0,Pcs,Gauri Bumb,Accepted
GRN-50395,2026-02-18,PO-40389,V-1015,WH-01,I-5015,Hinges SS 4 inch,Carpentry,11,11,0,Pair,Inaya Mukherjee,Accepted
GRN-50396,2025-12-04,PO-40390,V-1027,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,23,23,0,Ton,Gauri Bumb,Accepted
GRN-50397,2026-04-30,PO-40391,V-1054,WH-02,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50398,2026-01-15,PO-40392,V-1031,WH-02,I-5033,Solar Module 550Wp Bifacial,Solar Panels,29,29,0,Nos,Bhanumati Krishnan,Accepted
GRN-50399,2026-04-16,PO-40393,V-1025,WH-01,I-5027,Ready Mix Concrete M25,Road Construction Materials,23,23,0,Cum,Bhanumati Krishnan,Accepted
GRN-50400,2025-12-06,PO-40394,V-1040,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,15,15,0,Nos,Inaya Mukherjee,Accepted
GRN-50401,2026-04-03,PO-40395,V-1043,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,22,22,0,Nos,Lila Rege,Accepted
GRN-50402,2025-12-08,PO-40396,V-1013,WH-01,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,17,17,0,Sheet,Forum Chandra,Accepted
GRN-50403,2025-12-16,PO-40396,V-1013,WH-01,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,17,17,0,Sheet,Charles Natt,Accepted
GRN-50404,2025-11-20,PO-40398,V-1057,WH-02,I-5056,Concealed Cistern with Frame,Plumbing Materials,22,22,0,Set,Inaya Mukherjee,Accepted
GRN-50405,2025-11-26,PO-40399,V-1012,WH-02,I-5021,Adhesive Fevicol SH (5kg),Carpentry,44,44,0,Can,Charles Natt,Accepted
GRN-50406,2026-02-08,PO-40400,V-1054,WH-02,I-5052,PVC Elbow 4 inch,Plumbing Materials,11,11,0,Nos,Inaya Mukherjee,Accepted
GRN-50407,2026-02-15,PO-40400,V-1054,WH-01,I-5052,PVC Elbow 4 inch,Plumbing Materials,11,11,0,Nos,Forum Chandra,Accepted
GRN-50408,2026-01-09,PO-40401,V-1033,WH-01,I-5035,Module Mounting Structure (per kW),Solar Panels,17,17,0,kW Set,Inaya Mukherjee,Accepted
GRN-50409,2026-05-21,PO-40402,V-1027,WH-03,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,25,25,0,Ton,Gauri Bumb,Accepted
GRN-50410,2026-05-03,PO-40403,V-1027,WH-02,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,10,10,0,Drum,Forum Chandra,Accepted
GRN-50411,2026-02-06,PO-40404,V-1000,WH-03,I-5006,Cable Tray 300mm (2m length),Electrical,22,22,0,Nos,Forum Chandra,Accepted
GRN-50412,2025-10-08,PO-40405,V-1039,WH-01,I-5034,String Inverter 50kW,Solar Panels,18,18,0,Nos,Forum Chandra,Accepted
GRN-50413,2025-11-02,PO-40406,V-1033,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,13,13,0,Nos,Lila Rege,Accepted
GRN-50414,2025-12-22,PO-40407,V-1011,WH-01,I-5018,Wood Screws 2 inch (box of 100),Carpentry,44,44,0,Box,Charles Natt,Accepted
GRN-50415,2025-12-20,PO-40408,V-1009,WH-01,I-5010,MCCB 200A,Electrical,19,19,0,Nos,Lila Rege,Accepted
GRN-50416,2026-07-24,PO-40409,V-1025,WH-03,I-5027,Ready Mix Concrete M25,Road Construction Materials,30,29,1,Cum,Lila Rege,Rejected - Partial
GRN-50417,2026-06-01,PO-40410,V-1025,WH-01,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,13,13,0,Ton,Gauri Bumb,Accepted
GRN-50418,2026-03-30,PO-40411,V-1058,WH-02,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,48,48,0,Pcs,Gauri Bumb,Accepted
GRN-50419,2026-04-11,PO-40413,V-1052,WH-03,I-5055,Sanitaryware Wash Basin,Plumbing Materials,10,10,0,Nos,Gauri Bumb,Accepted
GRN-50420,2026-08-10,PO-40414,V-1041,WH-03,I-5048,Battery Monitoring System (BMS module),Batteries,9,9,0,Nos,Inaya Mukherjee,Accepted
GRN-50421,2026-04-01,PO-40415,V-1026,WH-02,I-5027,Ready Mix Concrete M25,Road Construction Materials,19,19,0,Cum,Charles Natt,Accepted
GRN-50422,2026-01-11,PO-40416,V-1020,WH-03,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,43,43,0,Drum,Gauri Bumb,Accepted
GRN-50423,2026-03-15,PO-40417,V-1050,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,13,12,1,Pcs,Charles Natt,Rejected - Partial
GRN-50424,2026-05-24,PO-40418,V-1023,WH-02,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,7,7,0,Ton,Lila Rege,Accepted
GRN-50425,2026-05-17,PO-40419,V-1000,WH-03,I-5002,MCB 32A Single Pole,Electrical,30,30,0,Nos,Inaya Mukherjee,Accepted
GRN-50426,2025-11-06,PO-40420,V-1006,WH-02,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,31,31,0,Mtr,Charles Natt,Accepted
GRN-50427,2026-08-19,PO-40421,V-1031,WH-02,I-5039,Earthing Kit for Module Structure,Solar Panels,39,39,0,Set,Gauri Bumb,Accepted
GRN-50428,2026-08-15,PO-40422,V-1018,WH-02,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,10,10,0,Sheet,Gauri Bumb,Accepted
GRN-50429,2026-08-21,PO-40422,V-1018,WH-01,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,10,10,0,Sheet,Inaya Mukherjee,Accepted
GRN-50430,2026-04-27,PO-40423,V-1008,WH-01,I-5008,Earthing Strip GI 25x3mm,Electrical,32,32,0,Mtr,Gauri Bumb,Accepted
GRN-50431,2026-02-22,PO-40424,V-1005,WH-01,I-5008,Earthing Strip GI 25x3mm,Electrical,24,24,0,Mtr,Lila Rege,Accepted
GRN-50432,2026-06-30,PO-40425,V-1058,WH-01,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,15,15,0,Nos,Forum Chandra,Accepted
GRN-50433,2026-01-29,PO-40426,V-1008,WH-02,I-5011,Cable Gland Brass 25mm,Electrical,12,12,0,Nos,Bhanumati Krishnan,Accepted
GRN-50434,2026-06-22,PO-40427,V-1002,WH-01,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,21,19,2,Coil,Lila Rege,Rejected - Partial
GRN-50435,2026-05-21,PO-40428,V-1059,WH-03,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,33,33,0,Nos,Inaya Mukherjee,Accepted
GRN-50436,2026-05-28,PO-40429,V-1032,WH-02,I-5038,Combiner Box 6 in 1 out,Solar Panels,52,52,0,Nos,Forum Chandra,Accepted
GRN-50437,2026-04-22,PO-40430,V-1033,WH-02,I-5034,String Inverter 50kW,Solar Panels,11,11,0,Nos,Lila Rege,Accepted
GRN-50438,2026-05-01,PO-40430,V-1033,WH-01,I-5034,String Inverter 50kW,Solar Panels,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50439,2026-05-21,PO-40431,V-1030,WH-02,I-5034,String Inverter 50kW,Solar Panels,11,11,0,Nos,Charles Natt,Accepted
GRN-50440,2026-05-26,PO-40431,V-1030,WH-03,I-5034,String Inverter 50kW,Solar Panels,12,12,0,Nos,Inaya Mukherjee,Accepted
GRN-50441,2025-11-17,PO-40433,V-1019,WH-03,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,80,76,4,Roll,Bhanumati Krishnan,Rejected - Partial
GRN-50442,2026-01-08,PO-40434,V-1004,WH-03,I-5007,Junction Box IP65,Electrical,24,24,0,Nos,Gauri Bumb,Accepted
GRN-50443,2026-05-01,PO-40435,V-1000,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,10,10,0,Nos,Charles Natt,Accepted
GRN-50444,2026-04-20,PO-40436,V-1056,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,17,17,0,Pcs,Forum Chandra,Accepted
GRN-50445,2026-07-15,PO-40437,V-1046,WH-02,I-5048,Battery Monitoring System (BMS module),Batteries,23,23,0,Nos,Forum Chandra,Accepted
GRN-50446,2026-01-08,PO-40438,V-1032,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,52,52,0,Nos,Lila Rege,Accepted
GRN-50447,2025-09-30,PO-40439,V-1036,WH-01,I-5033,Solar Module 550Wp Bifacial,Solar Panels,17,17,0,Nos,Forum Chandra,Accepted
GRN-50448,2025-10-03,PO-40440,V-1027,WH-01,I-5027,Ready Mix Concrete M25,Road Construction Materials,16,16,0,Cum,Forum Chandra,Accepted
GRN-50449,2026-03-01,PO-40441,V-1045,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,4,4,0,Nos,Inaya Mukherjee,Accepted
GRN-50450,2026-04-23,PO-40442,V-1043,WH-02,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,21,21,0,Nos,Gauri Bumb,Accepted
GRN-50451,2026-04-28,PO-40443,V-1022,WH-03,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,37,37,0,Ton,Lila Rege,Accepted
GRN-50452,2026-06-05,PO-40444,V-1026,WH-01,I-5030,Kerb Stone Precast,Road Construction Materials,21,21,0,Nos,Inaya Mukherjee,Accepted
GRN-50453,2026-02-19,PO-40445,V-1048,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,11,11,0,Nos,Charles Natt,Accepted
GRN-50454,2026-06-11,PO-40446,V-1058,WH-03,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,21,21,0,Nos,Inaya Mukherjee,Accepted
GRN-50455,2026-04-06,PO-40447,V-1007,WH-03,I-5011,Cable Gland Brass 25mm,Electrical,5,5,0,Nos,Bhanumati Krishnan,Accepted
GRN-50456,2025-11-01,PO-40448,V-1027,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,35,34,1,Ton,Inaya Mukherjee,Rejected - Partial
GRN-50457,2025-10-28,PO-40449,V-1016,WH-02,I-5018,Wood Screws 2 inch (box of 100),Carpentry,24,24,0,Box,Lila Rege,Accepted
GRN-50458,2025-11-14,PO-40450,V-1037,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,6,6,0,Nos,Gauri Bumb,Accepted
GRN-50459,2025-11-14,PO-40450,V-1037,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,6,6,0,Nos,Forum Chandra,Accepted
GRN-50460,2026-03-11,PO-40452,V-1059,WH-02,I-5054,Water Tank 1000L HDPE,Plumbing Materials,28,28,0,Nos,Charles Natt,Accepted
GRN-50461,2026-02-01,PO-40453,V-1020,WH-02,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,45,45,0,Ton,Bhanumati Krishnan,Accepted
GRN-50462,2026-03-06,PO-40454,V-1016,WH-02,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,25,25,0,Sheet,Gauri Bumb,Accepted
GRN-50463,2026-04-07,PO-40455,V-1023,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,22,22,0,Roll,Charles Natt,Accepted
GRN-50464,2026-06-19,PO-40456,V-1012,WH-02,I-5014,MDF Board 12mm (8x4 ft),Carpentry,79,79,0,Sheet,Inaya Mukherjee,Accepted
GRN-50465,2025-11-27,PO-40457,V-1002,WH-02,I-5005,Modular Switch 6A,Electrical,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50466,2025-10-06,PO-40458,V-1007,WH-01,I-5010,MCCB 200A,Electrical,13,13,0,Nos,Charles Natt,Accepted
GRN-50467,2025-10-12,PO-40458,V-1007,WH-01,I-5010,MCCB 200A,Electrical,14,14,0,Nos,Lila Rege,Accepted
GRN-50468,2026-05-14,PO-40459,V-1035,WH-02,I-5033,Solar Module 550Wp Bifacial,Solar Panels,14,14,0,Nos,Forum Chandra,Accepted
GRN-50469,2025-09-27,PO-40460,V-1001,WH-01,I-5009,Contactor 40A 3 Pole,Electrical,4,4,0,Nos,Forum Chandra,Accepted
GRN-50470,2026-04-07,PO-40461,V-1038,WH-01,I-5037,MC4 Connector Pair,Solar Panels,6,6,0,Pair,Gauri Bumb,Accepted
GRN-50471,2026-07-24,PO-40463,V-1051,WH-01,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,17,17,0,Nos,Forum Chandra,Accepted
GRN-50472,2026-07-02,PO-40464,V-1052,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,14,13,1,Pcs,Inaya Mukherjee,Rejected - Partial
GRN-50473,2025-10-16,PO-40465,V-1001,WH-01,I-5010,MCCB 200A,Electrical,56,55,1,Nos,Bhanumati Krishnan,Rejected - Partial
GRN-50474,2025-11-13,PO-40466,V-1033,WH-01,I-5039,Earthing Kit for Module Structure,Solar Panels,22,20,2,Set,Inaya Mukherjee,Rejected - Partial
GRN-50475,2026-04-18,PO-40468,V-1011,WH-01,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,16,16,0,Sheet,Lila Rege,Accepted
GRN-50476,2026-04-14,PO-40469,V-1009,WH-02,I-5005,Modular Switch 6A,Electrical,21,21,0,Nos,Gauri Bumb,Accepted
GRN-50477,2026-03-31,PO-40470,V-1009,WH-02,I-5010,MCCB 200A,Electrical,6,6,0,Nos,Charles Natt,Accepted
GRN-50478,2025-10-05,PO-40471,V-1051,WH-02,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,24,24,0,Nos,Gauri Bumb,Accepted
GRN-50479,2026-05-05,PO-40472,V-1004,WH-03,I-5002,MCB 32A Single Pole,Electrical,25,23,2,Nos,Lila Rege,Rejected - Partial
GRN-50480,2026-07-28,PO-40473,V-1006,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,12,12,0,Nos,Bhanumati Krishnan,Accepted
GRN-50481,2026-04-13,PO-40474,V-1058,WH-02,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,4,4,0,Nos,Bhanumati Krishnan,Accepted
GRN-50482,2026-04-21,PO-40474,V-1058,WH-01,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,4,4,0,Nos,Forum Chandra,Accepted
GRN-50483,2026-07-12,PO-40475,V-1020,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,23,21,2,Ton,Forum Chandra,Rejected - Partial
GRN-50484,2026-08-07,PO-40476,V-1042,WH-02,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,25,25,0,Nos,Gauri Bumb,Accepted
GRN-50485,2025-11-18,PO-40477,V-1033,WH-03,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,28,28,0,Nos,Bhanumati Krishnan,Accepted
GRN-50486,2026-04-17,PO-40478,V-1051,WH-01,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,24,24,0,Nos,Charles Natt,Accepted
GRN-50487,2026-05-14,PO-40479,V-1051,WH-01,I-5055,Sanitaryware Wash Basin,Plumbing Materials,16,16,0,Nos,Forum Chandra,Accepted
GRN-50488,2026-02-03,PO-40480,V-1017,WH-01,I-5014,MDF Board 12mm (8x4 ft),Carpentry,20,19,1,Sheet,Charles Natt,Rejected - Partial
GRN-50489,2026-02-13,PO-40481,V-1004,WH-01,I-5009,Contactor 40A 3 Pole,Electrical,20,20,0,Nos,Inaya Mukherjee,Accepted
GRN-50490,2026-07-10,PO-40482,V-1050,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,30,30,0,Nos,Inaya Mukherjee,Accepted
GRN-50491,2025-09-30,PO-40483,V-1008,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,94,94,0,Nos,Forum Chandra,Accepted
GRN-50492,2026-02-27,PO-40484,V-1024,WH-02,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,28,28,0,Ton,Charles Natt,Accepted
GRN-50493,2026-02-07,PO-40485,V-1050,WH-01,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,19,19,0,Nos,Forum Chandra,Accepted
GRN-50494,2026-07-26,PO-40486,V-1041,WH-01,I-5049,Deep Cycle Battery 200Ah,Batteries,19,19,0,Nos,Forum Chandra,Accepted
GRN-50495,2026-02-03,PO-40487,V-1032,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,17,17,0,Nos,Bhanumati Krishnan,Accepted
GRN-50496,2026-05-15,PO-40489,V-1008,WH-01,I-5003,Distribution Board 8-Way,Electrical,15,15,0,Nos,Charles Natt,Accepted
GRN-50497,2025-12-30,PO-40490,V-1059,WH-01,I-5058,Submersible Pump 1HP,Plumbing Materials,28,28,0,Nos,Bhanumati Krishnan,Accepted
GRN-50498,2025-11-11,PO-40491,V-1028,WH-02,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,32,32,0,Drum,Inaya Mukherjee,Accepted
GRN-50499,2026-06-08,PO-40492,V-1001,WH-01,I-5004,LED Flood Light 100W,Electrical,12,12,0,Nos,Gauri Bumb,Accepted
GRN-50500,2026-01-25,PO-40493,V-1029,WH-02,I-5025,River Sand (fine aggregate),Road Construction Materials,13,13,0,Ton,Inaya Mukherjee,Accepted
GRN-50501,2026-07-10,PO-40494,V-1039,WH-02,I-5039,Earthing Kit for Module Structure,Solar Panels,21,21,0,Set,Lila Rege,Accepted
GRN-50502,2026-08-27,PO-40495,V-1045,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50503,2026-02-28,PO-40497,V-1015,WH-02,I-5017,Door Lock Mortise Set,Carpentry,12,12,0,Set,Forum Chandra,Accepted
GRN-50504,2025-10-10,PO-40498,V-1027,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,31,31,0,Drum,Forum Chandra,Accepted
GRN-50505,2026-05-16,PO-40499,V-1011,WH-02,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,21,21,0,Sheet,Forum Chandra,Accepted
GRN-50506,2026-07-08,PO-40500,V-1012,WH-01,I-5018,Wood Screws 2 inch (box of 100),Carpentry,22,22,0,Box,Inaya Mukherjee,Accepted
GRN-50507,2026-07-22,PO-40501,V-1009,WH-02,I-5002,MCB 32A Single Pole,Electrical,9,9,0,Nos,Bhanumati Krishnan,Accepted
